Source IP,Source Port,Destination IP,Destinatino Port,Protocol,Num_pkts,Bytes,Stream ID,StoD Num_pkts,StoD bytes,DtoS Num_pkts,DtoS bytes,Captured Time,Duration,StoD bits/sec,DtoS bits/sec
192.168.0.38,14538,168.126.63.2,53,UDP,2,247,186,1,80,1,167,170.161131,0.006649,96255,200932
192.168.0.38,54791,211.249.219.23,443,TCP,47,25142,47,22,2650,25,22492,170.168143,122.774999,172,1465
192.168.0.38,47075,168.126.63.2,53,UDP,2,208,187,1,77,1,131,170.175891,0.006972,88353,150315
192.168.0.38,54792,27.0.236.25,443,TCP,143,165039,48,30,3321,113,161718,170.183351,25.244432,1052,51248
192.168.0.38,34791,168.126.63.2,53,UDP,2,292,188,1,82,1,210,170.41199,0.006548,100183,256566
192.168.0.38,61796,168.126.63.2,53,UDP,2,274,189,1,82,1,192,170.412024,0.006515,100690,235763
192.168.0.38,54793,211.249.220.83,443,TCP,37,13120,49,18,5790,19,7330,170.418873,122.524292,378,478
192.168.0.38,56612,172.217.161.238,443,UDP,19,6876,190,9,2462,10,4414,170.917984,0.267162,73723,132174
192.168.0.38,64346,66.22.228.211,50001,UDP,17785,20281803,191,17051,20197649,734,84154,173.519521,60.024461,2691922,11215
192.168.0.38,52508,168.126.63.1,53,UDP,2,288,192,1,89,1,199,177.692531,0.004388,,
192.168.0.38,61879,168.126.63.1,53,UDP,2,244,193,1,89,1,155,177.692622,0.004296,,
192.168.0.38,52074,168.126.63.1,53,UDP,2,252,194,1,96,1,156,177.697991,0.004572,,
192.168.0.38,52736,142.250.207.97,443,UDP,35,16539,195,18,5275,17,11264,177.712007,0.747787,56433,120504
192.168.0.38,65292,168.126.63.1,53,UDP,2,174,196,1,79,1,95,178.007636,0.004169,,
192.168.0.38,49267,168.126.63.1,53,UDP,4,413,197,2,150,2,263,178.020467,2045.866609,0,1
192.168.0.38,53034,168.126.63.1,53,UDP,2,196,198,1,82,1,114,178.077151,0.005144,127527,177293
192.168.0.35,5353,224.0.0.251,5353,UDP,338,95392,199,338,95392,0,0,178.245713,4857.916241,157,0
fe80::1b:8c92:e3c4:748e,5353,ff02::fb,5353,UDP,339,102283,200,339,102283,0,0,178.245714,4857.916241,168,0
192.168.0.38,55266,168.126.63.1,53,UDP,2,241,201,1,78,1,163,178.374087,0.007544,82714,172852
192.168.0.38,54601,168.126.63.1,53,UDP,2,284,202,1,78,1,206,178.374181,0.005383,115920,306148
192.168.0.38,54145,52.25.194.179,443,TCP,85,73667,50,54,65975,31,7692,178.3839,24.323343,21699,2529
192.168.0.38,58020,168.126.63.1,53,UDP,2,328,203,1,90,1,238,178.554086,0.039144,18393,48640
192.168.0.38,52639,168.126.63.1,53,UDP,2,302,204,1,90,1,212,178.554171,0.051315,14030,33050
192.168.0.38,62154,168.126.63.1,53,UDP,2,244,205,1,84,1,160,178.592893,0.009448,71126,135478
192.168.0.38,50528,168.126.63.1,53,UDP,2,296,206,1,84,1,212,178.592977,0.006586,102034,257515
192.168.0.38,65299,168.126.63.1,53,UDP,2,314,207,1,120,1,194,178.593556,0.008784,109289,176684
192.168.0.38,54146,17.248.221.10,443,TCP,88,43148,51,36,9026,52,34122,178.604961,45.778776,1577,5962
192.168.0.38,54147,54.216.252.255,443,TCP,23,15278,52,8,1434,15,13844,178.606349,24.100829,476,4595
192.168.0.38,65494,3.36.253.109,123,UDP,2,180,208,1,90,1,90,178.629255,0.018435,39056,39056
192.168.0.38,61101,193.123.243.2,123,UDP,2,180,209,1,90,1,90,178.63509,0.005779,124589,124589
192.168.0.38,57147,193.123.243.2,123,UDP,2,180,210,1,90,1,90,179.011304,0.006446,111697,111697
192.168.0.38,58715,3.36.253.109,123,UDP,2,180,211,1,90,1,90,179.22607,0.02168,33210,33210
192.168.0.38,52223,193.123.243.2,123,UDP,2,180,212,1,90,1,90,179.2497,0.006131,117435,117435
192.168.0.38,50492,3.36.253.109,123,UDP,2,180,213,1,90,1,90,179.249729,0.037177,19366,19366
192.168.0.38,61116,193.123.243.2,123,UDP,2,180,214,1,90,1,90,179.271434,0.005598,128617,128617
192.168.0.38,62266,168.126.63.1,53,UDP,2,250,215,1,95,1,155,179.285558,0.005377,141342,230611
192.168.0.38,65499,168.126.63.1,53,UDP,2,302,216,1,95,1,207,179.285652,0.005284,143830,313398
192.168.0.38,57527,3.36.253.109,123,UDP,2,180,217,1,90,1,90,179.287558,0.040318,17858,17858
192.168.0.38,49616,172.217.161.202,443,UDP,31,14982,218,16,6094,15,8888,179.293406,0.315572,154487,225317
192.168.0.38,55813,142.250.207.97,443,UDP,33,17413,219,17,5376,16,12037,179.427225,0.637726,67439,150999
192.168.0.38,58111,168.126.63.1,53,UDP,2,336,220,1,79,1,257,179.429746,0.004208,,
192.168.0.38,65305,168.126.63.1,53,UDP,4,467,221,2,164,2,303,179.429862,2149.497656,0,1
192.168.0.38,62106,168.126.63.1,53,UDP,2,361,222,1,137,1,224,179.434826,0.005011,218718,357613
192.168.0.38,54148,44.196.146.123,443,TCP,24,8860,53,10,2265,14,6595,179.44205,23.265224,778,2267
192.168.0.38,51298,142.250.207.97,443,UDP,36,17898,223,19,5710,17,12188,180.071169,0.650006,70276,150004
192.168.0.38,61541,142.250.207.97,443,UDP,34,17720,224,17,5562,17,12158,180.696416,0.64445,69044,150925
192.168.0.38,65338,142.250.207.97,443,UDP,43,29097,225,19,7627,24,21470,181.348119,0.706924,86311,242968
192.168.0.38,63422,168.126.63.1,53,UDP,2,344,226,1,75,1,269,181.359506,0.005831,102898,369061
192.168.0.38,65217,168.126.63.1,53,UDP,2,284,227,1,75,1,209,181.359623,0.005712,105042,292717
192.168.0.38,60471,168.126.63.1,53,UDP,2,288,228,1,106,1,182,181.36625,0.005457,155396,266813
192.168.0.38,54149,52.177.138.113,443,TCP,33,12294,54,16,5063,17,7231,181.374417,21.332824,1898,2711
192.168.0.38,25231,168.126.63.2,53,UDP,2,188,229,1,86,1,102,186.776559,0.006181,111308,132017
192.168.0.38,7325,168.126.63.2,53,UDP,2,232,230,1,86,1,146,186.776598,0.006143,111997,190135
192.168.0.38,61961,168.126.63.1,53,UDP,2,227,231,1,76,1,151,188.197984,0.0041,,
192.168.0.38,58486,168.126.63.1,53,UDP,2,280,232,1,76,1,204,188.19808,0.004005,,
192.168.0.38,54150,17.248.221.71,443,TCP,30,8743,55,12,2262,18,6481,188.204514,30.427881,594,1703
192.168.0.7,51826,192.168.0.38,7000,TCP,12,2612,56,6,449,6,2163,189.907917,0.04167,86201,415262
192.168.0.38,14175,168.126.63.1,53,UDP,2,190,233,1,87,1,103,190.366694,0.004723,,
192.168.0.38,14393,168.126.63.1,53,UDP,2,234,234,1,87,1,147,190.366732,0.004686,,
192.168.0.38,58198,142.250.76.138,443,UDP,18,7203,235,8,2695,10,4508,190.371952,0.150531,143226,239578
192.168.0.38,52768,168.126.63.1,53,UDP,2,342,236,1,82,1,260,194.006062,0.008192,80078,253906
192.168.0.38,51692,168.126.63.1,53,UDP,2,287,237,1,82,1,205,194.006144,0.005741,114265,285664
192.168.0.38,64183,168.126.63.1,53,UDP,2,361,238,1,137,1,224,194.014671,0.004091,,
192.168.0.38,54151,3.224.33.168,443,TCP,22,8944,57,9,2365,13,6579,194.020325,8.686951,2177,6058
192.168.0.38,64604,168.126.63.2,53,UDP,2,188,239,1,86,1,102,195.407599,0.005246,131147,155547
192.168.0.38,55319,168.126.63.2,53,UDP,2,232,240,1,86,1,146,195.407665,0.005181,132792,225439
192.168.0.38,61613,172.217.161.206,443,UDP,130,26863,241,74,9318,56,17545,195.413307,8.803709,8467,15943
192.168.0.38,55637,168.126.63.2,53,UDP,2,476,242,1,80,1,396,195.428028,0.006554,97650,483368
192.168.0.38,15091,168.126.63.2,53,UDP,2,285,243,1,80,1,205,195.428056,0.006527,98054,251263
192.168.0.38,54794,104.17.33.105,443,TCP,106,94550,58,30,4067,76,90483,195.434833,97.506263,333,7423
192.168.0.38,6627,168.126.63.2,53,UDP,2,469,244,1,76,1,393,196.787167,0.018752,32423,167662
192.168.0.38,41526,168.126.63.2,53,UDP,2,282,245,1,76,1,206,196.787252,0.022228,27352,74140
192.168.0.38,54795,13.35.125.33,443,TCP,82,49236,59,39,3960,43,45276,196.809831,96.268428,329,3762
192.168.0.47,5353,224.0.0.251,5353,UDP,167,42636,246,167,42636,0,0,197.394872,4831.495223,70,0
fe80::1005:4a67:dd2e:c718,5353,ff02::fb,5353,UDP,134,42075,247,134,42075,0,0,197.394872,3028.309022,111,0
192.168.0.38,5353,192.168.0.47,5353,UDP,40,28691,248,40,28691,0,0,197.488326,3019.687374,76,0
192.168.0.38,1994,168.126.63.2,53,UDP,2,414,249,1,75,1,339,199.136619,0.006172,97213,439403
192.168.0.38,2673,168.126.63.2,53,UDP,2,200,250,1,75,1,125,199.136654,0.006136,97783,162972
192.168.0.38,61844,142.250.76.142,443,UDP,73,33631,251,35,11479,38,22152,199.143198,15.045992,6103,11778
192.168.0.38,50814,172.217.25.174,443,UDP,27,7786,252,13,2961,14,4825,199.517498,2.065273,11469,18690
192.168.0.38,65451,168.126.63.2,53,UDP,2,416,253,1,76,1,340,200.964448,0.006217,97796,437510
192.168.0.38,7420,168.126.63.2,53,UDP,2,202,254,1,76,1,126,200.964491,0.006175,98461,163238
192.168.0.38,22916,168.126.63.2,53,UDP,2,246,255,1,75,1,171,203.666466,0.094155,6372,14529
192.168.0.38,5292,168.126.63.2,53,UDP,2,308,256,1,75,1,233,203.666498,0.172319,3481,10817
192.168.0.38,19346,168.126.63.2,53,UDP,2,246,257,1,75,1,171,203.732783,0.175847,3412,7779
192.168.0.38,51125,168.126.63.1,53,UDP,2,308,258,1,75,1,233,203.732817,0.119387,5025,15613
192.168.0.38,54829,168.126.63.2,53,UDP,2,308,259,1,75,1,233,203.753936,0.124348,4825,14990
192.168.0.38,54796,2.17.55.123,443,TCP,38,18430,60,16,2521,22,15909,203.785779,89.216842,226,1426
192.168.0.38,53167,168.126.63.2,53,UDP,2,230,260,1,75,1,155,204.351756,0.014195,42268,87354
192.168.0.38,27308,168.126.63.2,53,UDP,2,270,261,1,75,1,195,204.35179,0.014164,42360,110138
192.168.0.38,54797,104.18.12.210,443,TCP,87,74164,61,32,3689,55,70475,204.366342,88.578404,333,6364
192.168.0.38,61822,168.126.63.1,53,UDP,2,258,262,1,89,1,169,204.544505,0.005299,134364,255142
192.168.0.38,54798,162.159.133.234,443,TCP,1649,562802,62,811,57632,838,505170,204.551161,1548.613708,297,2609
192.168.0.38,5353,192.168.0.51,5353,UDP,18,20231,263,18,20231,0,0,204.700067,4821.740187,33,0
192.168.0.38,36961,168.126.63.2,53,UDP,2,182,264,1,83,1,99,210.513353,0.004702,,
192.168.0.38,61053,168.126.63.2,53,UDP,2,226,265,1,83,1,143,210.513416,0.004638,,
192.168.0.38,63803,142.250.76.142,443,UDP,27,7692,266,13,2966,14,4726,210.518516,13.941516,1701,2711
192.168.0.47,55277,192.168.0.38,7000,TCP,14,4205,63,7,527,7,3678,216.183742,0.052015,81053,565682
192.168.0.38,6318,168.126.63.2,53,UDP,2,198,267,1,91,1,107,221.570944,0.006323,115135,135378
192.168.0.38,32956,168.126.63.2,53,UDP,2,242,268,1,91,1,151,221.570997,0.00627,116108,192663
192.168.0.38,60665,142.250.76.138,443,UDP,194,62440,269,91,15000,103,47440,221.577874,62.236857,1928,6097
192.168.0.38,53501,121.53.203.203,443,TCP,71,18701,64,33,4825,38,13876,225.275918,3999.075783,9,27
192.168.0.35,49176,192.168.0.38,7000,TCP,12,2613,65,6,449,6,2164,225.484928,0.081494,44076,212432
192.168.0.50,52295,192.168.0.38,7000,TCP,12,2613,66,6,449,6,2164,225.525665,0.037471,95860,462010
192.168.0.88,57891,192.168.0.38,7000,TCP,13,2679,67,7,515,6,2164,225.730546,0.131082,31430,132070
192.168.0.42,59899,192.168.0.38,7000,TCP,14,4205,68,7,527,7,3678,225.730547,0.131081,32163,224471
192.168.0.38,63793,168.126.63.1,53,UDP,2,197,270,1,71,1,126,226.041431,0.00429,,
192.168.0.38,57236,168.126.63.1,53,UDP,2,222,271,1,71,1,151,226.041538,0.004183,,
192.168.0.38,54152,162.159.128.233,443,TCP,18,6169,69,10,1785,8,4384,226.048047,31.02724,460,1130
192.168.0.38,49857,162.159.135.232,443,UDP,22,6472,272,10,3007,12,3465,226.310784,0.054765,439258,506162
192.168.0.63,50256,192.168.0.38,7000,TCP,12,2613,70,6,449,6,2164,226.365044,0.026183,137188,661192
192.168.0.3,49538,192.168.0.38,7000,TCP,12,2612,71,6,449,6,2163,226.553467,0.044774,80225,386474
192.168.0.96,54655,192.168.0.38,7000,TCP,14,4205,72,7,527,7,3678,227.112944,0.067927,62066,433170
192.168.0.43,49201,192.168.0.38,7000,TCP,12,2613,73,6,449,6,2164,227.888432,0.061974,57959,279342
192.168.0.47,55281,192.168.0.38,7000,TCP,12,2613,74,6,449,6,2164,228.591366,0.047118,76234,367417
192.168.0.38,63272,168.126.63.1,53,UDP,2,236,273,1,78,1,158,229.767652,0.004863,,
192.168.0.38,59317,162.159.129.233,443,UDP,17,5244,274,9,2480,8,2764,229.773644,0.042419,467714,521275
192.168.0.38,34263,168.126.63.2,53,UDP,2,421,275,1,75,1,346,229.986435,0.004189,,
192.168.0.38,28138,168.126.63.2,53,UDP,2,210,276,1,75,1,135,229.986478,0.004147,,
192.168.0.38,8597,168.126.63.2,53,UDP,2,166,277,1,75,1,91,229.986659,0.00688,87209,105813
192.168.0.38,9505,168.126.63.2,53,UDP,2,207,278,1,75,1,132,229.986708,0.006831,87834,154589
192.168.0.23,51325,192.168.0.38,7000,TCP,12,2613,75,6,449,6,2164,230.284028,0.044628,80487,387917
192.168.0.38,63046,66.22.228.211,50001,UDP,17814,20373622,279,17085,20289866,729,83756,233.522385,59.938075,2708110,11179
192.168.0.38,60243,168.126.63.2,53,UDP,2,294,280,1,91,1,203,237.581729,0.005193,140188,312728
192.168.0.38,51486,168.126.63.2,53,UDP,2,242,281,1,91,1,151,237.581771,0.00515,141359,234563
192.168.0.38,33323,168.126.63.2,53,UDP,2,254,282,1,71,1,183,237.676199,0.005246,108272,279069
192.168.0.38,59961,168.126.63.2,53,UDP,2,199,283,1,71,1,128,237.676248,0.005196,109314,197074
192.168.0.38,56493,142.250.76.150,443,UDP,22,11954,284,9,2550,13,9404,237.681981,0.144736,140946,519787
192.168.0.38,9754,168.126.63.2,53,UDP,2,274,285,1,81,1,193,238.633969,0.005965,108633,258843
192.168.0.38,6905,168.126.63.2,53,UDP,2,222,286,1,81,1,141,238.634024,0.005909,109663,190895
192.168.0.38,9704,168.126.63.1,53,UDP,2,211,287,1,83,1,128,249.58045,0.005536,119942,184971
192.168.0.38,20001,168.126.63.1,53,UDP,2,245,288,1,83,1,162,249.580502,0.005485,121057,236280
192.168.0.38,44893,168.126.63.2,53,UDP,2,267,289,1,74,1,193,249.583075,0.018172,32577,84965
192.168.0.38,39783,168.126.63.2,53,UDP,2,305,290,1,74,1,231,249.583103,0.018145,32626,101846
192.168.0.38,52242,142.250.76.142,443,UDP,21,9155,291,10,4628,11,4527,249.58658,0.229458,161354,157832
192.168.0.38,54799,199.60.103.30,443,TCP,1273,1647135,76,118,13852,1155,1633283,249.601582,43.339412,2556,301486
192.168.0.38,35599,168.126.63.2,53,UDP,2,176,292,1,80,1,96,249.777675,0.005749,111323,133588
192.168.0.38,13944,168.126.63.2,53,UDP,2,220,293,1,80,1,140,249.777712,0.005712,112044,196078
192.168.0.38,34410,168.126.63.2,53,UDP,2,413,294,1,81,1,332,249.781169,0.008185,79169,324496
192.168.0.38,58333,168.126.63.2,53,UDP,2,506,295,1,81,1,425,249.781197,0.008156,79450,416871
192.168.0.38,64651,142.250.206.234,443,UDP,118,86276,296,44,5367,74,80909,249.784294,24.234797,1771,26708
192.168.0.38,48456,168.126.63.2,53,UDP,2,170,297,1,77,1,93,249.785372,0.00528,116666,140909
192.168.0.38,54537,168.126.63.2,53,UDP,2,214,298,1,77,1,137,249.785423,0.005228,117827,209640
192.168.0.38,54800,13.107.246.49,443,TCP,154,179718,77,27,2756,127,176962,249.790603,43.15248,510,32806
192.168.0.38,57336,172.217.161.195,443,UDP,1041,1092338,299,174,17904,867,1074434,249.793203,25.455585,5626,337665
192.168.0.38,50140,168.126.63.2,53,UDP,2,228,300,1,74,1,154,249.845785,0.005697,103914,216254
192.168.0.38,12825,168.126.63.2,53,UDP,2,610,301,1,74,1,536,249.845819,0.005661,104575,757463
192.168.0.38,54801,104.17.182.73,443,TCP,145,173857,78,26,2846,119,171011,249.851704,43.101889,528,31740
192.168.0.38,63717,168.126.63.2,53,UDP,2,234,302,1,77,1,157,250.071876,0.008269,74495,151892
192.168.0.38,64356,168.126.63.2,53,UDP,2,613,303,1,77,1,536,250.071916,0.008228,74866,521147
192.168.0.38,54802,104.16.85.5,443,TCP,26,9175,79,13,2143,13,7032,250.080992,42.860055,399,1312
192.168.0.38,25156,168.126.63.2,53,UDP,2,211,304,1,80,1,131,250.132875,0.005514,116068,190061
192.168.0.38,25861,168.126.63.2,53,UDP,2,264,305,1,80,1,184,250.132977,0.005413,118233,271937
192.168.0.38,1092,168.126.63.2,53,UDP,2,556,306,1,80,1,476,250.133208,0.006455,99147,589930
192.168.0.38,32498,168.126.63.2,53,UDP,2,397,307,1,80,1,317,250.133347,0.006317,101313,401456
192.168.0.38,21652,168.126.63.2,53,UDP,2,182,308,1,75,1,107,250.133678,0.005986,100233,143000
192.168.0.38,52707,168.126.63.2,53,UDP,2,229,309,1,75,1,154,250.133733,0.007069,84877,174282
192.168.0.38,54803,157.240.215.14,443,TCP,26,7956,80,13,2005,13,5951,250.139019,42.804003,374,1112
192.168.0.38,54804,192.229.237.25,443,TCP,132,152348,81,24,4363,108,147985,250.140074,42.83693,814,27636
192.168.0.38,54805,104.19.154.83,443,TCP,21,5812,82,12,1979,9,3833,250.140981,42.802014,369,716
192.168.0.38,65494,157.240.215.14,443,UDP,124,101937,310,42,4962,82,96975,250.171833,0.050773,781832,15279774
192.168.0.38,53626,168.126.63.2,53,UDP,2,230,311,1,83,1,147,250.432251,0.006319,105079,186105
192.168.0.38,48990,168.126.63.2,53,UDP,2,241,312,1,83,1,158,250.432306,0.006263,106019,201820
192.168.0.38,54806,104.244.42.136,443,TCP,26,7850,83,13,2132,13,5718,250.438858,42.575989,400,1074
192.168.0.38,52061,168.126.63.1,53,UDP,2,286,313,1,79,1,207,253.298418,0.010808,58475,153219
192.168.0.38,53740,168.126.63.1,53,UDP,2,265,314,1,79,1,186,253.298512,0.010715,58982,138870
192.168.0.38,63906,168.126.63.1,53,UDP,2,263,315,1,89,1,174,253.31015,0.0054,131851,257777
192.168.0.38,54153,54.230.61.30,443,TCP,25,9126,84,11,1548,14,7578,253.317981,1.659095,7464,36540
192.168.0.38,50911,168.126.63.1,53,UDP,2,256,316,1,86,1,170,253.775174,0.00601,114475,226289
192.168.0.38,50305,168.126.63.1,53,UDP,2,300,317,1,86,1,214,253.775287,0.005896,116689,290366
192.168.0.38,54154,52.218.181.136,443,TCP,71,67040,85,15,1831,56,65209,253.783271,1.193803,12270,436983
192.168.0.38,59148,168.126.63.1,53,UDP,2,251,318,1,86,1,165,254.712732,0.005094,135060,259128
192.168.0.38,58893,168.126.63.1,53,UDP,2,204,319,1,86,1,118,254.712808,0.005017,137133,188160
192.168.0.38,53070,104.18.4.179,443,UDP,44,19625,320,9,4559,35,15066,254.72232,180.158527,202,669
192.168.0.38,63547,168.126.63.1,53,UDP,2,234,321,1,82,1,152,255.461495,0.00925,70918,131459
192.168.0.38,52318,168.126.63.1,53,UDP,2,196,322,1,82,1,114,255.461564,0.006093,107664,149679
192.168.0.38,54155,104.18.30.100,443,TCP,19,6079,86,9,1471,10,4608,255.469788,0.279774,42062,131763
192.168.0.38,48902,168.126.63.1,53,UDP,2,190,323,1,87,1,103,262.150795,0.005043,138013,163394
192.168.0.38,30337,168.126.63.1,53,UDP,2,234,324,1,87,1,147,262.150881,0.004958,,
192.168.0.38,56028,142.250.206.234,443,UDP,18,7206,325,8,2698,10,4508,262.156569,0.137825,156604,261665
192.168.0.38,56120,168.126.63.1,53,UDP,2,298,326,1,96,1,202,266.179339,0.005049,152109,320063
192.168.0.38,59911,168.126.63.1,53,UDP,2,256,327,1,96,1,160,266.179551,0.004838,,
192.168.0.38,65061,168.126.63.1,53,UDP,2,230,328,1,78,1,152,266.188335,0.005209,119792,233442
192.168.0.38,54156,17.253.115.202,443,TCP,37,11381,87,19,3281,18,8100,266.196397,3.348611,7838,19351
192.168.0.38,54157,17.253.115.202,443,TCP,24,7682,88,11,1307,13,6375,266.53732,11.005466,950,4634
192.168.0.38,62823,168.126.63.1,53,UDP,2,178,329,1,81,1,97,268.448611,0.004993,,
192.168.0.38,4139,168.126.63.1,53,UDP,2,222,330,1,81,1,141,268.448849,0.006581,98465,171402
192.168.0.38,56526,172.217.25.163,443,UDP,38,19828,331,19,12429,19,7399,268.457288,0.835442,119017,70851
192.168.0.38,6143,168.126.63.1,53,UDP,2,172,332,1,78,1,94,268.74459,0.005479,113889,137251
192.168.0.38,60700,168.126.63.1,53,UDP,2,224,333,1,78,1,146,268.744629,0.005439,114726,214745
192.168.0.38,54807,34.104.35.123,80,TCP,33,27808,89,12,1173,21,26635,268.750335,24.220747,387,8797
192.168.0.38,5353,192.168.0.67,5353,UDP,3,1317,334,3,1317,0,0,270.923174,211.996314,49,0
192.168.0.38,35903,168.126.63.2,53,UDP,2,182,335,1,83,1,99,271.017886,0.005053,131407,156738
192.168.0.38,13162,168.126.63.2,53,UDP,2,226,336,1,83,1,143,271.01796,0.00498,,
192.168.0.38,54403,142.250.76.142,443,UDP,19,8098,337,10,3747,9,4351,271.026543,0.259883,115344,133937
192.168.0.38,54645,168.126.63.1,53,UDP,2,194,338,1,89,1,105,272.509559,0.004813,,
192.168.0.38,8983,168.126.63.1,53,UDP,2,238,339,1,89,1,149,272.509643,0.004728,,
192.168.0.38,54796,142.250.206.227,443,UDP,19,6645,340,9,2301,10,4344,272.515069,0.215126,85568,161542
192.168.0.38,55124,142.250.207.99,443,UDP,12,5618,341,6,1755,6,3863,272.804457,0.135539,103586,228008
192.168.0.38,51555,142.250.206.195,443,UDP,12,5619,342,6,1756,6,3863,272.80488,0.143029,98217,216068
192.168.0.38,63784,239.255.255.250,1900,UDP,4,872,343,4,872,0,0,273.203387,3.017014,2312,0
192.168.0.38,36481,168.126.63.2,53,UDP,2,164,344,1,74,1,90,273.250265,0.039277,15072,18331
192.168.0.38,9922,168.126.63.2,53,UDP,2,244,345,1,74,1,170,273.25043,0.039111,15136,34772
192.168.0.38,58453,35.244.233.98,443,UDP,2076,2129591,346,335,35604,1741,2093987,273.290036,2.808765,101408,5964150
192.168.0.38,25504,168.126.63.2,53,UDP,2,184,347,1,84,1,100,273.748002,0.005297,126864,151028
192.168.0.38,1242,168.126.63.2,53,UDP,2,225,348,1,84,1,141,273.748046,0.005253,127926,214734
192.168.0.38,64607,168.126.63.2,53,UDP,2,230,349,1,83,1,147,273.74831,0.004989,,
192.168.0.38,45581,168.126.63.2,53,UDP,2,226,350,1,83,1,143,273.74835,0.006933,95773,165007
192.168.0.38,46216,168.126.63.2,53,UDP,2,483,351,1,82,1,401,273.748418,0.004882,,
192.168.0.38,44467,168.126.63.2,53,UDP,2,221,352,1,82,1,139,273.748454,0.05988,10955,18570
192.168.0.38,54808,142.250.206.206,443,TCP,17,7521,90,9,1197,8,6324,273.754093,19.218757,498,2632
192.168.0.38,53335,168.126.63.2,53,UDP,2,197,353,1,75,1,122,273.755234,0.006386,93955,152834
192.168.0.38,3984,168.126.63.2,53,UDP,2,231,354,1,75,1,156,273.755339,0.007138,84057,174838
192.168.0.38,64472,64.233.187.155,443,UDP,15,8467,355,7,1847,8,6620,273.755856,0.225021,65664,235355
192.168.0.38,56562,34.64.4.48,443,UDP,100,69720,356,40,6283,60,63437,273.760741,0.409172,122843,1240299
192.168.0.38,35377,168.126.63.2,53,UDP,2,258,357,1,75,1,183,273.877702,0.005793,103573,252718
192.168.0.38,23802,168.126.63.2,53,UDP,2,307,358,1,75,1,232,273.877746,0.005748,104384,322894
192.168.0.38,54809,23.206.175.153,443,TCP,35,10507,91,17,2302,18,8205,273.883774,19.059396,966,3443
192.168.0.38,54247,168.126.63.2,53,UDP,2,186,359,1,85,1,101,273.908301,0.038959,17454,20739
192.168.0.38,63058,168.126.63.2,53,UDP,2,266,360,1,85,1,181,273.908344,0.040599,16749,35665
192.168.0.38,55761,35.190.26.106,443,UDP,1418,1324158,361,232,23875,1186,1300283,273.94949,1.52861,124950,6805047
192.168.0.38,54810,23.206.175.153,443,TCP,57,48298,92,16,2261,41,46037,274.280976,18.662086,969,19734
192.168.0.38,21053,168.126.63.2,53,UDP,2,192,362,1,80,1,112,274.478189,0.004884,,
192.168.0.38,53930,168.126.63.2,53,UDP,2,489,363,1,80,1,409,274.478304,0.004769,,
192.168.0.38,42092,168.126.63.2,53,UDP,2,292,364,1,90,1,202,274.483023,0.00515,139805,313786
192.168.0.38,50964,168.126.63.2,53,UDP,2,237,365,1,90,1,147,274.483135,0.063379,11360,18555
192.168.0.38,51078,104.17.25.14,443,UDP,150,114171,366,54,7119,96,107052,274.483605,0.534174,106616,1603252
192.168.0.38,2616,168.126.63.2,53,UDP,2,284,367,1,86,1,198,274.513999,0.013417,51278,118059
192.168.0.38,3612,168.126.63.2,53,UDP,2,232,368,1,86,1,146,274.51404,0.004831,,
192.168.0.38,2885,168.126.63.2,53,UDP,2,184,369,1,84,1,100,275.624626,0.005919,113532,135157
192.168.0.38,26498,168.126.63.2,53,UDP,2,228,370,1,84,1,144,275.624654,0.064317,10448,17911
192.168.0.38,49276,34.64.4.42,443,UDP,2585,219383,371,1258,108605,1327,110778,275.643796,2462.852708,352,359
192.168.0.38,54811,34.64.4.42,443,TCP,17,7633,93,9,1197,8,6436,275.68647,17.253368,555,2984
